kato,kato_version,level,type_code,name_ru,name_kk
103675107,NK RK 11-2025,settlement,2,с.Жалгыстал,Жалғызтал а.
103675108,NK RK 11-2025,settlement,2,с.Жас клен,Жас клен а.
103675109,NK RK 11-2025,settlement,2,с.Жасталап,Жасталап а.
103675111,NK RK 11-2025,settlement,2,с.Жигер,Жігер а.
103675112,NK RK 11-2025,settlement,2,с.Каражиде,Қаражиде а.
103675113,NK RK 11-2025,settlement,2,с.Косай,Қосай а.
103675114,NK RK 11-2025,settlement,2,с.Кулакмет,Құлақмет а.
103675115,NK RK 11-2025,settlement,2,с.Курманбай,Құрманбай а.
103675116,NK RK 11-2025,settlement,2,с.Ортакон,Ортақон а.
103675117,NK RK 11-2025,settlement,2,с.Райымкан,Райымқан а.
103675118,NK RK 11-2025,settlement,2,с.Сеиткан,Сейітқан а.
103675119,NK RK 11-2025,settlement,2,с.Тасбау,Тасбау а.
103675121,NK RK 11-2025,settlement,2,с.Тлемис,Тілеміс а.
103675122,NK RK 11-2025,settlement,2,с.Тугыл,Тұғыл а.
103675123,NK RK 11-2025,settlement,2,с.Турлубек,Тұрлыбек а.
103679000,NK RK 11-2025,sub_district,2,Сарыаркинский с.о.,Сарыарқа а.о.
103679100,NK RK 11-2025,settlement,2,с.Сарыарка,Сарыарқа а.
103679105,NK RK 11-2025,settlement,2,с.Бельтума,Белтұма а.
103679106,NK RK 11-2025,settlement,2,с.Шубартос,Шұбартөс а.
103679200,NK RK 11-2025,settlement,2,с.Биесимас,Биесимас а.
103679203,NK RK 11-2025,settlement,2,с.Актас,Ақтас а.
103681000,NK RK 11-2025,sub_district,2,Мамырсуский с.о.,Мамырсу а.о.
103681100,NK RK 11-2025,settlement,2,с.Мамырсу,Мамырсу а.
103681102,NK RK 11-2025,settlement,2,с.Абдрахман,Әбдірахман а.
103681103,NK RK 11-2025,settlement,2,с.Алпысатар,Алпысатар а.
103681104,NK RK 11-2025,settlement,2,с.Алтынай,Алтынай а.
103681106,NK RK 11-2025,settlement,2,Депо,Депо
103681107,NK RK 11-2025,settlement,2,с.Жалгызкайын,Жалғызқайың а.
103681108,NK RK 11-2025,settlement,2,с.Жагыпар,Жағыпар а.
103681111,NK RK 11-2025,settlement,2,с.Амангазы,Аманғазы а.
103681112,NK RK 11-2025,settlement,2,с.Каражал,Қаражал а.
103681113,NK RK 11-2025,settlement,2,с.Карашока,Қарашоқа а.
103681114,NK RK 11-2025,settlement,2,с.Когилдир,Көгілдір а.
103681115,NK RK 11-2025,settlement,2,с.Коктерек,Көктерек а.
103681116,NK RK 11-2025,settlement,2,с.Комсомол,Комсомол а.
103681117,NK RK 11-2025,settlement,2,с.Копалы,Қопалы а.
103681118,NK RK 11-2025,settlement,2,с.Копирбулак,Көпірбұлақ а.
103681119,NK RK 11-2025,settlement,2,Лагерь,Лагерь
103681121,NK RK 11-2025,settlement,2,с.Матвей,Матвей а.
103681141,NK RK 11-2025,settlement,2,с.Жумагул,Жұмағұл а.
103681200,NK RK 11-2025,settlement,2,с.Батпак,Батпақ а.
103681215,NK RK 11-2025,settlement,2,с.Сарыозек,Сарыөзек а.
103681300,NK RK 11-2025,settlement,2,с.Бозай,Бозай а.
103685000,NK RK 11-2025,sub_district,2,Тарлаулинский с.о.,Тарлаулы а.о.
103685100,NK RK 11-2025,settlement,2,с.Тарлаулы,Тарлаулы а.
103685102,NK RK 11-2025,settlement,2,с.Акший,Ақши а.
103685103,NK RK 11-2025,settlement,2,с.Ажирык,Ажырық а.
103685105,NK RK 11-2025,settlement,2,с.Козы-Корпеш,Қозы-Көрпеш а.
103685200,NK RK 11-2025,settlement,2,ст.Акбулак,Ақбұлақ ст.
103685400,NK RK 11-2025,settlement,2,ст.Жузагаш,Жүзағаш ст.
103685700,NK RK 11-2025,settlement,2,ст.Тансык,Таңсық ст.
103687000,NK RK 11-2025,sub_district,2,Тарбагатайский с.о,Тарбағатай а.о.
103687100,NK RK 11-2025,settlement,2,с.Тарбагатай,Тарбағатай а.
103687102,NK RK 11-2025,settlement,2,с.Абдразак 1,Әбдіразақ 1 а.
103687103,NK RK 11-2025,settlement,2,с.Акбаз,Ақбаз а.
103687104,NK RK 11-2025,settlement,2,с.Акбастау,Ақбастау а.
103687105,NK RK 11-2025,settlement,2,с.Боз,Боз а.
103687106,NK RK 11-2025,settlement,2,с.Бокас,Боқас а.
103687107,NK RK 11-2025,settlement,2,с.Бостанбай,Бостанбай а.
103687108,NK RK 11-2025,settlement,2,с.Жакула,Жакула а.
103687109,NK RK 11-2025,settlement,2,с.Жангелды,Жангелді а.
103687111,NK RK 11-2025,settlement,2,с.Караой,Қараой а.
103687112,NK RK 11-2025,settlement,2,с.Карасу,Қарасу а.
103687113,NK RK 11-2025,settlement,2,с.Корпеш,Көрпеш а.
103687114,NK RK 11-2025,settlement,2,с.Коккия,Көкқия а.
103687115,NK RK 11-2025,settlement,2,с.Кызылкора,Қызылқора а.
103687116,NK RK 11-2025,settlement,2,с.Макажан,Мақажан а.
103687117,NK RK 11-2025,settlement,2,с.Мынбулак,Мыңбұлақ а.
103687118,NK RK 11-2025,settlement,2,с.Оянбирлик,Оянбірлік а.
103687119,NK RK 11-2025,settlement,2,с.Пушбакбай,Пұшбақбай а.
103687121,NK RK 11-2025,settlement,2,с.Райбай,Райбай а.
103687122,NK RK 11-2025,settlement,2,с.Сангру,Сангру а.
103687123,NK RK 11-2025,settlement,2,с.Сиыркара,Сиырқара а.
103687124,NK RK 11-2025,settlement,2,с.Сыдык,Сыдық а.
103687125,NK RK 11-2025,settlement,2,с.Таркезен,Таркезең а.
103687126,NK RK 11-2025,settlement,2,с.Турар 2,Тұрар 2 а.
103687127,NK RK 11-2025,settlement,2,с.Умбетей,Үмбетей а.
103687128,NK RK 11-2025,settlement,2,с.Хабин,Хабин а.
103687129,NK RK 11-2025,settlement,2,с.Шленбай,Шленбай а.
103687131,NK RK 11-2025,settlement,2,с.Абден,Әбден а.
103687132,NK RK 11-2025,settlement,2,с.Абдан,Абдан а.
103687133,NK RK 11-2025,settlement,2,с.Текбулак,Текбұлақ а.
103687400,NK RK 11-2025,settlement,2,с.Малтугел,Малтүгел а.
103687402,NK RK 11-2025,settlement,2,с.Абдразак 2,Әбдіразақ 2 а.
103687403,NK RK 11-2025,settlement,2,с.Абсеит,Әбсейіт а.
103687404,NK RK 11-2025,settlement,2,с.Айнабай,Айнабай а.
103687405,NK RK 11-2025,settlement,2,с.Исабек,Исабек а.
103687406,NK RK 11-2025,settlement,2,с.Молдабай,Молдабай а.
103687407,NK RK 11-2025,settlement,2,с.Назарбай,Назарбай а.
103687408,NK RK 11-2025,settlement,2,с.Омирбай,Өмірбай а.
103687409,NK RK 11-2025,settlement,2,с.Сампай,Сампай а.
103687411,NK RK 11-2025,settlement,2,с.Серкебай,Серкебай а.
103800000,NK RK 11-2025,district,2,Бескарагайский район,Бесқарағай ауданы
103830000,NK RK 11-2025,sub_district,2,Бескарагайский с.о.,Бесқарағай а.о.
103830100,NK RK 11-2025,settlement,2,с.Бескарагай,Бесқарағай а.
103833000,NK RK 11-2025,sub_district,2,Баскольский с.о.,Баскөл а.о.
103833100,NK RK 11-2025,settlement,2,с.Карагайлы,Қарағайлы а.
103833200,NK RK 11-2025,settlement,2,с.Башкуль,Баскөл а.
103833202,NK RK 11-2025,settlement,2,с.Базарколь,Базаркөл а.
103833203,NK RK 11-2025,settlement,2,с.Кермекдальн,Кермекдальн а.
103833204,NK RK 11-2025,settlement,2,с.Сарыкамыс 2,Сарықамыс 2 а.
103833205,NK RK 11-2025,settlement,2,с.Сарыкамыс 3,Сарықамыс 3 а.
103833300,NK RK 11-2025,settlement,2,с.Букебай,Бүкебай а.
103835000,NK RK 11-2025,sub_district,2,Бегенский с.о.,Беген а.о.
103835100,NK RK 11-2025,settlement,2,с.Бегень,Беген а.
103835103,NK RK 11-2025,settlement,2,с.Жандос,Жандос а.
103835105,NK RK 11-2025,settlement,2,Жив.т.Босшилик,Босшілік мал жайылымы
103835200,NK RK 11-2025,settlement,2,Бегенский лесхоз,Беген орманшар
103837000,NK RK 11-2025,sub_district,2,Глуховский с.о.,Глухов а.о.
103837100,NK RK 11-2025,settlement,2,с.Глуховка,Глуховка а.
103837300,NK RK 11-2025,settlement,2,с.Белокаменка,Белокаменка а.
103837400,NK RK 11-2025,settlement,2,с.Бирлик,Бірлік а.
103837600,NK RK 11-2025,settlement,2,с.Старая Крепость,Старая Крепость а.
103837603,NK RK 11-2025,settlement,2,Спортивная база Елимай,Елімай спортбазасы
103837605,NK RK 11-2025,settlement,2,Лагерь Лесная Поляна,Лесная Поляна лагері
103837700,NK RK 11-2025,settlement,2,с.Стеклянка,Стеклянка а.
103841000,NK RK 11-2025,sub_district,2,Долонский с.о.,Дөлен а.о.
103841100,NK RK 11-2025,settlement,2,с.Долонь,Дөлен а.
103841102,NK RK 11-2025,settlement,2,Восточный лесхоз,Шығыс орманшар
103841103,NK RK 11-2025,settlement,2,Поселок ХПП,ХПП кенті
103841200,NK RK 11-2025,settlement,2,с.Бодене,Бөдене а.
103841202,NK RK 11-2025,settlement,2,Жив.точка Алга,Алға мал жайылымы
103841203,NK RK 11-2025,settlement,2,Жив.точка Бланка,Бланка мал жайылымы
103841204,NK RK 11-2025,settlement,2,Жив.точка Жанакум,Жаңақұм мал жайылымы
103841205,NK RK 11-2025,settlement,2,Жив.точка Коль,Көл мал жайылымы
103841206,NK RK 11-2025,settlement,2,Жив.точка Окунь,Окун мал жайылымы
103841207,NK RK 11-2025,settlement,2,Жив.точка Таскудык,Тасқұдық мал жайылымы
103841208,NK RK 11-2025,settlement,2,Жив.точка Сольпром,Тұзөндірісі мал жайылымы
103841300,NK RK 11-2025,settlement,2,с.Мостик,Мостик а.
103841400,NK RK 11-2025,settlement,2,с.Черемушка,Черемушка а.
103841403,NK RK 11-2025,settlement,2,Жив.точка Новая база,Жаңабаз мал жайылымы
103843000,NK RK 11-2025,sub_district,2,Канонерский с.о.,Қанөнер а.о.
103843100,NK RK 11-2025,settlement,2,с.Канонерка,Қанөнер а.
103843102,NK RK 11-2025,settlement,2,с.Карабаш,Қарабаш а.
103843200,NK RK 11-2025,settlement,2,с.Карамырза,Қарамырза а.
103843300,NK RK 11-2025,settlement,2,с.Джыланды,Жыланды а.
103845000,NK RK 11-2025,sub_district,2,Маловладимировский с.о.,Малая Владимировка а.о.
103845100,NK RK 11-2025,settlement,2,с.Малая Владимировка,Малая Владимировка а.
103845102,NK RK 11-2025,settlement,2,Кордон Рамадан,Рамадан шекарасы
103845200,NK RK 11-2025,settlement,2,с.Бозтал,Бозтал а.
103847000,NK RK 11-2025,sub_district,2,Карабасский с.о.,Қарабас а.о.
103847100,NK RK 11-2025,settlement,2,с.Карабас,Қарабас а.
103847102,NK RK 11-2025,settlement,2,с.Донгулек,Дөңгелек а.
103847103,NK RK 11-2025,settlement,2,с.Теректи,Теректі а.
103847104,NK RK 11-2025,settlement,2,Семеновский лесхоз,Семеновское орманшар
103847200,NK RK 11-2025,settlement,2,с.Ондирис,Өндіріс а.
103849000,NK RK 11-2025,sub_district,2,Жетижарский с.о.,Жетіжар а.о.
103849100,NK RK 11-2025,settlement,2,с.Жетижар,Жетіжар а.
103849102,NK RK 11-2025,settlement,2,с.Байбура,Байбура а.
103849103,NK RK 11-2025,settlement,2,с.Кожахмет,Қожахмет а.
103849104,NK RK 11-2025,settlement,2,с.Нурбай,Нұрбай а.
103849105,NK RK 11-2025,settlement,2,с.Шамар,Шамар а.
103849200,NK RK 11-2025,settlement,2,с.Кривинка,Кривинка а.
103849202,NK RK 11-2025,settlement,2,с.Куланшы,Құланшы а.
103849203,NK RK 11-2025,settlement,2,с.Миялы 1,Миялы 1 а.
103849204,NK RK 11-2025,settlement,2,с.Миялы 2,Миялы 2 а.
103849205,NK RK 11-2025,settlement,2,с.Таракты,Тарақты а.
103849206,NK RK 11-2025,settlement,2,с.Чиликтыколь,Шіліктікөл а.
103849300,NK RK 11-2025,settlement,2,с.Лесное,Лесное а.
103849302,NK RK 11-2025,settlement,2,с.Алтыбай,Алтыбай а.
103849303,NK RK 11-2025,settlement,2,с.Грачи,Грачи а.
103849304,NK RK 11-2025,settlement,2,с.Муздыкудык,Мұздықұдық а.
103849305,NK RK 11-2025,settlement,2,с.Мукатай,Мұқатай а.
103849306,NK RK 11-2025,settlement,2,с.Целинный,Целинный а.
103849307,NK RK 11-2025,settlement,2,с.Чумычкино,Чумычкино а.
103851000,NK RK 11-2025,sub_district,2,Ерназаровский с.о.,Ерназар а.о.
103851100,NK RK 11-2025,settlement,2,с.Ерназар,Ерназар а.
103851102,NK RK 11-2025,settlement,2,с.Полянка,Полянка а.
103851200,NK RK 11-2025,settlement,2,с.Коянбай,Қоянбай а.
103851300,NK RK 11-2025,settlement,2,Морозовский лесхоз,Морозов орманшар
104000000,NK RK 11-2025,district,2,Бородулихинский район,Бородулиха ауданы
104030000,NK RK 11-2025,sub_district,2,Бородулихинский с.о.,Бородулиха а.о.
104030100,NK RK 11-2025,settlement,2,с.Бородулиха,Бородулиха а.
104030200,NK RK 11-2025,settlement,2,с.Барышовка,Барышовка а.
104030300,NK RK 11-2025,settlement,2,с.Знаменка,Знаменка а.
104030400,NK RK 11-2025,settlement,2,с.Поднебесное,Поднебесное а.
104030600,NK RK 11-2025,settlement,2,с.Успенка,Успенка а.
104033000,NK RK 11-2025,sub_district,2,Андреевский с.о.,Андреев а.о.
104033100,NK RK 11-2025,settlement,2,с.Михайличенково,Михайличенково а.
104033102,NK RK 11-2025,settlement,2,с.Петроградское,Петроградское а.
104035000,NK RK 11-2025,sub_district,2,Бель-Агачский с.о.,Белағаш а.о.
104035100,NK RK 11-2025,settlement,2,с.Бель-Агач,Белағаш а.
104035400,NK RK 11-2025,settlement,2,с.Бековка,Бековка а.
104035403,NK RK 11-2025,settlement,2,с.Бек-Карьер,Бек-Карьер а.
104035600,NK RK 11-2025,settlement,2,рзд.Дюсакен,рзд.Дүйсекен
104035700,NK RK 11-2025,settlement,2,с.Зенковка,Зенковка а.
104035702,NK RK 11-2025,settlement,2,с.Умурзак,Өмірзақ а.
104035800,NK RK 11-2025,settlement,2,рзд.41,рзд.41
104037000,NK RK 11-2025,sub_district,2,Бакинский с.о.,Бақа а.о.
104037100,NK RK 11-2025,settlement,2,с.Коростели,Қарөстелі а.
104037104,NK RK 11-2025,settlement,2,с.Тарск,Тарск а.
104037200,NK RK 11-2025,settlement,2,ст.Аул,Ауыл ст.
104043000,NK RK 11-2025,sub_district,2,Дмитриевский с.о.,Дмитриев а.о.
104043100,NK RK 11-2025,settlement,2,с.Дмитриевка,Дмитриевка а.
104043200,NK RK 11-2025,settlement,2,с.Боровое,Бурабай а.
104045000,NK RK 11-2025,sub_district,2,Жезкентский с.о.,Жезкент а.о.
104045100,NK RK 11-2025,settlement,2,с.Жезкент,Жезкент а.
104047000,NK RK 11-2025,sub_district,2,Жерновский с.о.,Жернов а.о.
104047100,NK RK 11-2025,settlement,2,с.Жерновка,Жерновка а.
104047300,NK RK 11-2025,settlement,2,с.Боровлянка,Боровлянка а.
104047500,NK RK 11-2025,settlement,2,с.Поллог,Поллог а.
104049000,NK RK 11-2025,sub_district,2,Зубаировский с.о.,Зубаир а.о.
104049100,NK RK 11-2025,settlement,2,с.Зубаир,Зубаир а.
104049200,NK RK 11-2025,settlement,2,с.Байтанат,Байтанат а.
104049300,NK RK 11-2025,settlement,2,с.Жанаауыл,Жаңаауыл а.
104051000,NK RK 11-2025,sub_district,2,Красноярский с.о.,Краснояр а.о.
104051100,NK RK 11-2025,settlement,2,с.Красный Яр,Қызылжар а.
104051200,NK RK 11-2025,settlement,2,с.Речное,Речное а.
104051300,NK RK 11-2025,settlement,2,с.Уба-Форпост,Уба-Форпост а.
104051302,NK RK 11-2025,settlement,2,с.Девятка,Девятка а.
104055000,NK RK 11-2025,sub_district,2,Кунарлинский с.о.,Құнарлы а.о.
104055100,NK RK 11-2025,settlement,2,с.Песчанка,Песчанка а.
104055102,NK RK 11-2025,settlement,2,с.Мурзово,Мурзово а.
104055400,NK RK 11-2025,settlement,2,с.Жарбұлақ,Жарбұлақ а.
104055401,NK RK 11-2025,settlement,2,с.Алексеевка,Алексеевка а.
104055402,NK RK 11-2025,settlement,2,с.Ново-Васильевка,Жаңа Васильевка а.
104057000,NK RK 11-2025,sub_district,2,Новодворовский с.о.,Новодвор а.о.
104057100,NK RK 11-2025,settlement,2,с.Ивановка,Ивановка а.
104057200,NK RK 11-2025,settlement,2,Подхоз Березовка,Березовка қосшар
104057300,NK RK 11-2025,settlement,2,Санаторий Березовка,Березовка емдеу-сауықтыруы
104057500,NK RK 11-2025,settlement,2,с.Сосновка,Сосновка а.
104059000,NK RK 11-2025,sub_district,2,Новопокровский с.о.,Новопокровка а.о.
104059100,NK RK 11-2025,settlement,2,с.Новопокровка,Новопокровка а.
104059200,NK RK 11-2025,settlement,2,с.Карагайлы,Қарағайлы а.
104059300,NK RK 11-2025,settlement,2,с.Сарногай,Сарыноғай а.
104061000,NK RK 11-2025,sub_district,2,Новошульбинский с.о.,Новошульба а.о.
104061100,NK RK 11-2025,settlement,2,с.Новая Шульба,Новая Шульба а.
104061102,NK RK 11-2025,settlement,2,с.Потапенково,Потапенково а.
104061400,NK RK 11-2025,settlement,2,с.Ақши,Ақши а.
104061600,NK RK 11-2025,settlement,2,с.Солоновка,Солоновка а.
104061602,NK RK 11-2025,settlement,2,с.Ключики,Ключики а.
104063000,NK RK 11-2025,sub_district,2,Переменовский с.о.,Переменов а.о.
104063100,NK RK 11-2025,settlement,2,с.Переменовка,Переменовка а.
104063200,NK RK 11-2025,settlement,2,с.Андроновка,Андроновка а.
104063300,NK RK 11-2025,settlement,2,с.Орловка,Орловка а.
104063400,NK RK 11-2025,settlement,2,с.Ремки,Ремки а.
104065000,NK RK 11-2025,sub_district,2,Петропавловский с.о.,Петропавл а.о.
104065100,NK RK 11-2025,settlement,2,с.Петропавловка,Петропавловка а.
104065102,NK RK 11-2025,settlement,2,с.Воскресеновка,Воскресеновка а.
104065300,NK RK 11-2025,settlement,2,с.Изатулла,Изатулла а.
104065303,NK RK 11-2025,settlement,2,с.Мещанка,Мещанка а.
104067000,NK RK 11-2025,sub_district,2,Подборный с.о.,Подборный а.о.
104067100,NK RK 11-2025,settlement,2,с.Камышенка,Камышенка а.
104067200,NK RK 11-2025,settlement,2,с.Михайловка,Михайловка а.
104067203,NK RK 11-2025,settlement,2,с.Жақсылық,Жақсылық а.
104069000,NK RK 11-2025,sub_district,2,Степной с.о.,Степной а.о.
104069100,NK RK 11-2025,settlement,2,с.Шелехово,Шелехово а.
104069102,NK RK 11-2025,settlement,2,с.Троицкое,Троицкое а.
104069300,NK RK 11-2025,settlement,2,с.Орловка,Орловка а.
104069303,NK RK 11-2025,settlement,2,с.Қызылтай,Қызылтай а.
104071000,NK RK 11-2025,sub_district,2,Таврический с.о.,Таврия а.о.
104071100,NK RK 11-2025,settlement,2,с.Буркотово,Буркотово а.
104071102,NK RK 11-2025,settlement,2,с.Богомолово,Богомолово а.
104071104,NK RK 11-2025,settlement,2,с.Кондратьевка,Кондратьевка а.
104071400,NK RK 11-2025,settlement,2,с.Сохновка,Сохновка а.
104100000,NK RK 11-2025,district,4,район Жаңасемей,Жаңасемей ауданы
104133000,NK RK 11-2025,sub_district,2,Абралинский с.о.,Абралы а.о.
104133100,NK RK 11-2025,settlement,2,с.Абралы,Абралы а.
104133102,NK RK 11-2025,settlement,2,с.Акшабай,Ақшабай а.
104133103,NK RK 11-2025,settlement,2,с.Алсай,Алсай а.
104133104,NK RK 11-2025,settlement,2,с.Бастуйык,Бастұйық а.
104133105,NK RK 11-2025,settlement,2,с.Жорабай,Жорабай а.
104133106,NK RK 11-2025,settlement,2,с.Кенжебек,Кенжебек а.
104133107,NK RK 11-2025,settlement,2,с.Кабаш,Қабаш а.
104133108,NK RK 11-2025,settlement,2,с.Каракудык,Қарақұдық а.
104133109,NK RK 11-2025,settlement,2,с.Кожымбек,Қожымбек а.
104133111,NK RK 11-2025,settlement,2,с.Конырша,Қоңырша а.
104133112,NK RK 11-2025,settlement,2,с.Косшокы,Қосшоқы а.
104133113,NK RK 11-2025,settlement,2,с.Курманбай,Құрманбай а.
104133114,NK RK 11-2025,settlement,2,с.Кызылтас,Қызылтас а.
104133115,NK RK 11-2025,settlement,2,с.Маужан,Маужан а.
104133116,NK RK 11-2025,settlement,2,с.Орал,Орал а.
104133117,NK RK 11-2025,settlement,2,с.Оспанкул,Оспанқұл а.
104133118,NK RK 11-2025,settlement,2,с.Серикбай,Серікбай а.
104133119,NK RK 11-2025,settlement,2,с.Танбалы,Таңбалы а.
104133121,NK RK 11-2025,settlement,2,с.Табеке,Табеке а.
104133123,NK RK 11-2025,settlement,2,с.Тобылгылы,Тобылғылы а.
104133125,NK RK 11-2025,settlement,2,с.Тогизбай,Тоғызбай а.
104133126,NK RK 11-2025,settlement,2,с.Шарип,Шәріп а.
104133127,NK RK 11-2025,settlement,2,с.Омар,Омар а.
104133128,NK RK 11-2025,settlement,2,с.Байзак,Байзақ а.
104133129,NK RK 11-2025,settlement,2,с.Маутан 2,Маутан 2 а.
104133131,NK RK 11-2025,settlement,2,с.Санкы,Саңқы а.
104133132,NK RK 11-2025,settlement,2,с.Керегетас,Керегетас а.
104133133,NK RK 11-2025,settlement,2,с.Акбастау,Ақбастау а.
104133134,NK RK 11-2025,settlement,2,с.Каугабай,Қауғабай а.
104133135,NK RK 11-2025,settlement,2,с.Санкы 2,Саңқы 2 а.
104133136,NK RK 11-2025,settlement,2,с.Айбас,Айбас а.
104133137,NK RK 11-2025,settlement,2,с.Каракудык,Қарақұдық а.
104135000,NK RK 11-2025,sub_district,2,Айнабулакский с.о.,Айнабұлақ а.о.
104135100,NK RK 11-2025,settlement,2,с.Айнабулак,Айнабұлақ а.
104135102,NK RK 11-2025,settlement,2,зимовка Жанабаз,Жаңабаз қыстауы
104135103,NK RK 11-2025,settlement,2,зимовка Касымбек,Қасымбек қыстауы
104135104,NK RK 11-2025,settlement,2,зимовка Карабужыр,Қарабұжыр қыстауы
104135105,NK RK 11-2025,settlement,2,зимовка Карашокы 2,Қарашоқы 2 қыстауы
104135106,NK RK 11-2025,settlement,2,зимовка Карашокы 4,Қарашоқы 4 қыстауы
104135107,NK RK 11-2025,settlement,2,зимовка Кызыл,Қызыл қыстауы
104135108,NK RK 11-2025,settlement,2,зимовка Курманали,Құрманәлі қыстауы
104135109,NK RK 11-2025,settlement,2,зимовка Сункар,Сұңқар қыстауы
104135111,NK RK 11-2025,settlement,2,зимовка Тасбаскан,Тасбасқан қыстауы
104135200,NK RK 11-2025,settlement,2,с.Самай,Самай а.
104137000,NK RK 11-2025,sub_district,2,Акбулакский с.о.,Ақбұлақ а.о.
104137100,NK RK 11-2025,settlement,2,с.Акбулак,Ақбұлақ а.
104137102,NK RK 11-2025,settlement,2,с.Аубакир,Әубәкір а.
104137103,NK RK 11-2025,settlement,2,с.Аршалы,Аршалы а.
104137104,NK RK 11-2025,settlement,2,с.Ахан,Ақан а.
104137105,NK RK 11-2025,settlement,2,с.Балтабек,Балтабек а.
104137106,NK RK 11-2025,settlement,2,с.Байсары,Байсары а.
104137107,NK RK 11-2025,settlement,2,с.Кажы,Қажы а.
104137108,NK RK 11-2025,settlement,2,с.Конырат,Қоңырат а.
104137109,NK RK 11-2025,settlement,2,с.Кожкей,Көжкей а.
104137113,NK RK 11-2025,settlement,2,с.Салак 1,Салақ 1 а.
104137123,NK RK 11-2025,settlement,2,с.Темеш,Темеш а.
104137125,NK RK 11-2025,settlement,2,с.Торе,Төре а.
104137127,NK RK 11-2025,settlement,2,с.Тушыкудык,Тұщықұдық а.
104137129,NK RK 11-2025,settlement,2,с.Укилишат,Үкілішат а.
104137131,NK RK 11-2025,settlement,2,с.Социалистик Казахстан,Социалистік Қазақстан а.
104137132,NK RK 11-2025,settlement,2,с.Азимбай,Әзімбай а.
104137133,NK RK 11-2025,settlement,2,с.Аккора 2,Аққора 2 а.
104137134,NK RK 11-2025,settlement,2,с.Алтыуакыт,Алтыуақыт а.
104137135,NK RK 11-2025,settlement,2,с.Аршабай,Аршабай а.
104137136,NK RK 11-2025,settlement,2,с.Арем 2,Арем 2 а.
104137137,NK RK 11-2025,settlement,2,с.Баспак,Баспақ а.
104137138,NK RK 11-2025,settlement,2,с.Кайынды,Қайыңды а.
104137139,NK RK 11-2025,settlement,2,с.Каражал,Қаражал а.
104137141,NK RK 11-2025,settlement,2,с.Каражал 1,Қаражал 1 а.
104137142,NK RK 11-2025,settlement,2,с.Керегетас,Керегетас а.
104137143,NK RK 11-2025,settlement,2,с.Кызылшокы 1,Қызылшоқы 1 а.
104137144,NK RK 11-2025,settlement,2,с.Сарыбулак,Сарыбұлақ а.
104137145,NK RK 11-2025,settlement,2,с.Тезекбай,Тезекбай а.
104137200,NK RK 11-2025,settlement,2,с.Танат,Танат а.
104139000,NK RK 11-2025,sub_district,2,Алгабасский с.о.,Алғабас а.о.
104139100,NK RK 11-2025,settlement,2,с.Алгабас,Алғабас а.
104139106,NK RK 11-2025,settlement,2,с.Кулжабас,Құлжабас а.
104139109,NK RK 11-2025,settlement,2,с.Кииккашкан,Киікқашқан а.
104139111,NK RK 11-2025,settlement,2,с.Жал,Жал а.
104139112,NK RK 11-2025,settlement,2,с.Тогым,Тоғым а.
104139113,NK RK 11-2025,settlement,2,с.Кызылжал,Қызылжал а.
104139115,NK RK 11-2025,settlement,2,с.Айдабол,Айдабол а.
104139116,NK RK 11-2025,settlement,2,с.Найманбай,Найманбай а.
104143000,NK RK 11-2025,sub_district,2,Достыкский с.о.,Достық а.о.
104143100,NK RK 11-2025,settlement,2,с.Чекоман,Шекоман а.
104143200,NK RK 11-2025,settlement,2,с.Достык,Достық а.
104143203,NK RK 11-2025,settlement,2,уч.Талды,Талды уч.
104145000,NK RK 11-2025,sub_district,2,Иртышский с.о.,Ертіс а.о.
104145100,NK RK 11-2025,settlement,2,с.Мукур,Мұқыр а.
104145200,NK RK 11-2025,settlement,2,с.Мурат,Мұрат а.
104145203,NK RK 11-2025,settlement,2,уч.Ново-Чайковка,Ново-Чайковка уч.
104145205,NK RK 11-2025,settlement,2,рзд.16,рзд.16
104145207,NK RK 11-2025,settlement,2,рзд.22,рзд.22
104145300,NK RK 11-2025,settlement,2,с.Прииртышское,Прииртышское а.
104145303,NK RK 11-2025,settlement,2,с.Жалпак,Жалпақ а.
104145305,NK RK 11-2025,settlement,2,с.Кенжебай,Кенжебай а.
104145307,NK RK 11-2025,settlement,2,с.им.Крупской,Крупская атын.а.
104149000,NK RK 11-2025,sub_district,2,Жиеналинский с.о,Жиенәлі а.о
104149100,NK RK 11-2025,settlement,2,с.Букенчи,Бөкенші а.
104149103,NK RK 11-2025,settlement,2,уч.Байгазы,Байғазы уч.
104149104,NK RK 11-2025,settlement,2,уч.Жасбулек,Жасбүлек уч.
104149105,NK RK 11-2025,settlement,2,уч.Карабас,Қарабас уч.
104149109,NK RK 11-2025,settlement,2,с.Ушаша,Үшаша а.
104149200,NK RK 11-2025,settlement,2,с.Маралды,Маралды а.
104149202,NK RK 11-2025,settlement,2,уч.Аргынбай,Арғынбай уч.
104149205,NK RK 11-2025,settlement,2,уч.Мойылдыбулак,Мойылдыбұлақ уч.
104149206,NK RK 11-2025,settlement,2,уч.Смаил,Смаил уч.
104149208,NK RK 11-2025,settlement,2,с.Ерлан,Ерлан а.
104149209,NK RK 11-2025,settlement,2,с.Айнабулак,Айнабұлақ а.
104149211,NK RK 11-2025,settlement,2,с.Айкали,Айқали а.
104149212,NK RK 11-2025,settlement,2,с.Жулдыз,Жұлдыз а.
