kato,kato_version,name_ru,name_kk,rate,base_rate,valid_from,valid_to,decision_ref,source_url,extraction_method
593200000,NK RK 11-2025,Айыртауский район,Айыртау ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение Айыртауского районного маслихата Северо-Казахстанской области от 27 ноября 2025 года № 8-34-11,https://adilet.zan.kz/rus/docs/G25SC83411M,deterministic-readers
593400000,NK RK 11-2025,Акжарский район,Ақжар ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение Акжарского районного маслихата Северо-Казахстанской области от 27 ноября 2025 года № 33-1,https://adilet.zan.kz/rus/docs/G25SD00331M,deterministic-readers
593600000,NK RK 11-2025,Район Магжана Жумабаева,Мағжан Жұмабаев ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение маслихата района Магжана Жумабаева Северо-Казахстанской области от 1 декабря 2025 года № 33-1,https://adilet.zan.kz/rus/docs/G25SI00331M,deterministic-readers
594200000,NK RK 11-2025,Есильский район,Есіл ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение маслихата Есильского района Северо-Казахстанской области от 28 ноября 2025 года № 35/529,https://adilet.zan.kz/rus/docs/G25SF35529M,deterministic-readers
594600000,NK RK 11-2025,Жамбылский район,Жамбыл ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение маслихата Жамбылского района Северо-Казахстанской области от 1 декабря 2025 года № 34/2,https://adilet.zan.kz/rus/docs/G25SG00342M,deterministic-readers
595000000,NK RK 11-2025,Кызылжарский район,Қызылжар ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение Кызылжарского районного маслихата Северо-Казахстанской области от 26 ноября 2025 года № 27/3,https://adilet.zan.kz/rus/docs/G25SH00273M,deterministic-readers
595200000,NK RK 11-2025,Мамлютский район,Мамлют ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение маслихата Мамлютского района Северо-Казахстанской области от 28 ноября 2025 года № 48/2,https://adilet.zan.kz/rus/docs/G25SJ00482M,deterministic-readers
595800000,NK RK 11-2025,Аккайынский район,Аққайың ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение маслихата Аккайынского района Северо-Казахстанской области от 17 октября 2025 года № 28-12,https://adilet.zan.kz/rus/docs/G25SB02812M,deterministic-readers
596000000,NK RK 11-2025,Тайыншинский район,Тайынша ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение маслихата Тайыншинского района Северо-Казахстанской области от 6 ноября 2025 года № 394/27,https://adilet.zan.kz/rus/docs/G25SK39427M,deterministic-readers
596200000,NK RK 11-2025,Тимирязевский район,Тимирязев ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение Тимирязевского районного маслихата Северо-Казахстанской области от 1 декабря 2025 года № 30/2,https://adilet.zan.kz/rus/docs/G25SL00302M,deterministic-readers
596400000,NK RK 11-2025,Уалихановский район,Уәлиханов ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение Уалихановского районного маслихата Северо-Казахстанской области от 18 ноября 2025 года № 3-34,https://adilet.zan.kz/rus/docs/G25SM00334M,deterministic-readers
596600000,NK RK 11-2025,Район им.Габита Мусрепова,Ғабит Мүсірепов атын.ауданы,0.03,0.04,2026-01-01,2026-12-31,Решение маслихата района имени Габита Мусрепова Северо-Казахстанской области от 25 ноября 2025 года № 33-2,https://adilet.zan.kz/rus/docs/G25SE00332M,deterministic-readers
612000000,NK RK 11-2025,Кентау Г.А.,Кентау Қ.Ә.,0.02,0.04,2026-01-01,2026-12-31,Решение Кентауского городского маслихата Туркестанской области от 27 ноября 2025 года № 221,https://adilet.zan.kz/rus/docs/G25UC00221M,deterministic-readers
613600000,NK RK 11-2025,район Байдибека,Бәйдібек ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Байдибекского районного маслихата Туркестанской области от 27 ноября 2025 года № 34/201,https://adilet.zan.kz/rus/docs/G25UE34201M,deterministic-readers
614400000,NK RK 11-2025,Мактааральский район,Мақтаарал ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Мактааральского районного маслихата Туркестанской области от 28 ноября 2025 года № 32-204-VIІI,https://adilet.zan.kz/rus/docs/G25UG32204M,deterministic-readers
615200000,NK RK 11-2025,Сайрамский район,Сайрам ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Сайрамского районного маслихата Туркестанской области от 28 ноября 2025 года № 33-228/VIII,https://adilet.zan.kz/rus/docs/G25UJ33228M,deterministic-readers
615400000,NK RK 11-2025,Сарыагашский район,Сарыағаш ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Сарыагашского районного маслихата Туркестанской области от 28 ноября 2025 года № 35-264-VIII,https://adilet.zan.kz/rus/docs/G25UK35264M,deterministic-readers
615500000,NK RK 11-2025,район Сауран,Сауран ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Сауранского районного маслихата Туркестанской области от 26 ноября 2025 года № 281,https://adilet.zan.kz/rus/docs/G25UR00281M,deterministic-readers
615800000,NK RK 11-2025,Толебийский район,Төле би ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Толебийского районного маслихата Туркестанской области от 9 декабря 2025 года № 30/178-VIII,https://adilet.zan.kz/rus/docs/G25UM30178M,deterministic-readers
616000000,NK RK 11-2025,Тюлькубасский район,Түлкібас ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Тюлькубасского районного маслихата Туркестанской области от 27 ноября 2025 года № 38/1-08,https://adilet.zan.kz/rus/docs/G25UN38108M,deterministic-readers
616400000,NK RK 11-2025,Шардаринский район,Шардара ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Шардаринского районного маслихата Туркестанской области от 28 ноября 2025 года № 43-236-VIII,https://adilet.zan.kz/rus/docs/G25UO43236M,deterministic-readers
621000000,NK RK 11-2025,Жезказган Г.А.,Жезқазған Қ.Ә.,0.03,0.04,2026-01-01,2026-12-31,Решение Жезказганского городского маслихата области Ұлытау от 27 ноября 2025 года № 36/207,https://adilet.zan.kz/rus/docs/G25HA36207M,deterministic-readers
621800000,NK RK 11-2025,Каражал Г.А.,Қаражал Қ.Ә.,0.03,0.04,2026-01-01,2026-12-31,Решение Каражалского городского маслихата области Ұлытау от 27 ноября 2025 года № 319,https://adilet.zan.kz/rus/docs/G25HC00319M,deterministic-readers
622000000,NK RK 11-2025,Сатпаев Г.А.,Сәтбаев Қ.Ә.,0.03,0.04,2026-01-01,2026-12-31,Решение Сатпаевского городского маслихата области Ұлытау от 25 ноября 2025 года № 228,https://adilet.zan.kz/rus/docs/G25HB00228M,deterministic-readers
631000000,NK RK 11-2025,Усть-Каменогорск Г.А.,Өскемен Қ.Ә.,0.02,0.04,2026-01-01,2026-12-31,Решение Усть-Каменогорского городского маслихата Восточно-Казахстанской области от 24 октября 2025 года № 38/3-VIII,https://adilet.zan.kz/rus/docs/G25VA00383M,deterministic-readers
632400000,NK RK 11-2025,Риддер Г.А.,Риддер Қ.Ә.,0.02,0.04,2026-01-01,2026-12-31,Решение Риддерского городского маслихата Восточно-Казахстанской области от 28 ноября 2025 года № 32/3-VIII,https://adilet.zan.kz/rus/docs/G25VD00323M,deterministic-readers
634000000,NK RK 11-2025,Глубоковский район,Глубокое ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Глубоковского районного маслихата Восточно-Казахстанской области от 26 ноября 2025 года № 28/3-VIII,https://adilet.zan.kz/rus/docs/G25VI00283M,deterministic-readers
634600000,NK RK 11-2025,Зайсанский район,Зайсан ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Зайсанского районного маслихата Восточно-Казахстанской области от 28 ноября 2025 года № 43/2-VIII,https://adilet.zan.kz/rus/docs/G25VK00432M,deterministic-readers
634800000,NK RK 11-2025,район Алтай,Алтай ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение маслихата района Алтай Восточно-Казахстанской области от 25 ноября 2025 года № 34/2-VIII,https://adilet.zan.kz/rus/docs/G25VL00342M,deterministic-readers
635200000,NK RK 11-2025,Курчумский район,Күршім ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Курчумского районного маслихата Восточно-Казахстанской области от 28 ноября 2025 года № 45/3-VIII,https://adilet.zan.kz/rus/docs/G25VN00453M,deterministic-readers
635400000,NK RK 11-2025,Катон-Карагайский район,Катонқарағай ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Катон-Карагайского районного маслихата Восточно-Казахстанской области от 28 ноября 2025 года № 31/352-VIII,https://adilet.zan.kz/rus/docs/G25VM31352M,deterministic-readers
635500000,NK RK 11-2025,район Марқакөл,Марқакөл ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение маслихата района Марқакөл Восточно-Казахстанской области от 27 ноября 2025 года № 32/2-VIII,https://adilet.zan.kz/rus/docs/G25VV00322M,deterministic-readers
635600000,NK RK 11-2025,район Самар,Самар ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение маслихата района Самар Восточно-Казахстанской области от 25 ноября 2025 года № 25-2/VIII,https://adilet.zan.kz/rus/docs/G25VT00252M,deterministic-readers
635800000,NK RK 11-2025,Тарбагатайский район,Тарбағатай ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Тарбагатайского районного маслихата Восточно-Казахстанской области от 25 ноября 2025 года № 33/3-VIII,https://adilet.zan.kz/rus/docs/G25VP00333M,deterministic-readers
636200000,NK RK 11-2025,Уланский район,Ұлан ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Уланского районного маслихата Восточно-Казахстанской области от 26 ноября 2025 года № 264,https://adilet.zan.kz/rus/docs/G25VQ00264M,deterministic-readers
636300000,NK RK 11-2025,район Үлкен Нарын,Үлкен Нарын ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение маслихата района Үлкен Нарын Восточно-Казахстанской области от 28 ноября 2025 года № 17/184-VIІI,https://adilet.zan.kz/rus/docs/G25VU17184M,deterministic-readers
636800000,NK RK 11-2025,Шемонаихинский район,Шемонаиха ауданы,0.02,0.04,2026-01-01,2026-12-31,Решение Шемонаихинского районного маслихата Восточно-Казахстанской области от 26 ноября 2025 года № 41/3-VIII,https://adilet.zan.kz/rus/docs/G25VS00413M,deterministic-readers
710000000,NK RK 11-2025,г.Астана,Астана қ.,0.03,0.04,2026-01-01,2026-12-31,Решение маслихата города Астаны от 28 ноября 2025 года № 349/46-VIII,https://adilet.zan.kz/rus/docs/G25AAZ3494M,deterministic-readers
750000000,NK RK 11-2025,г.Алматы,Алматы қ.,0.03,0.04,2026-01-01,2026-12-31,Решение очередной XXXVIII сессии маслихата города Алматы VIII созыва от 28 ноября 2025 года № 256,https://adilet.zan.kz/rus/docs/G25R000256M,deterministic-readers
790000000,NK RK 11-2025,г.Шымкент,Шымкент қ.,0.02,0.04,2026-01-01,2026-12-31,Решение маслихата города Шымкент от 28 ноября 2025 года № 30/271-VIII,https://adilet.zan.kz/rus/docs/G25E030271M,deterministic-readers
